location_id,timestamp,Available,Total,Offline
131921,2025-07-18 00:08:29,4,4,0
131921,2025-07-18 00:03:29,4,4,0
131921,2025-07-17 23:58:29,4,4,0
131921,2025-07-17 23:53:30,4,4,0
131921,2025-07-17 23:48:29,4,4,0
131921,2025-07-17 23:43:30,4,4,0
131921,2025-07-17 23:38:29,4,4,0
131921,2025-07-17 23:33:29,4,4,0
131921,2025-07-17 23:28:30,4,4,0
131921,2025-07-17 23:23:29,4,4,0
131921,2025-07-17 23:18:29,4,4,0
131921,2025-07-17 23:13:29,4,4,0
131921,2025-07-17 23:08:29,4,4,0
131921,2025-07-17 23:03:29,4,4,0
131921,2025-07-17 22:58:29,4,4,0
131921,2025-07-17 22:53:29,4,4,0
131921,2025-07-17 22:48:29,4,4,0
131921,2025-07-17 22:43:29,4,4,0
131921,2025-07-17 22:38:29,4,4,0
131921,2025-07-17 22:33:29,4,4,0
131921,2025-07-17 22:28:29,4,4,0
131921,2025-07-17 22:23:29,4,4,0
131921,2025-07-17 22:18:30,4,4,0
131921,2025-07-17 22:13:29,4,4,0
131921,2025-07-17 22:08:29,4,4,0
131921,2025-07-17 22:03:29,4,4,0
131921,2025-07-17 21:58:29,4,4,0
131921,2025-07-17 21:53:29,4,4,0
131921,2025-07-17 21:48:29,4,4,0
131921,2025-07-17 21:43:29,4,4,0
131921,2025-07-17 21:38:29,4,4,0
131921,2025-07-17 21:33:29,4,4,0
131921,2025-07-17 21:28:29,4,4,0
131921,2025-07-17 21:23:29,4,4,0
131921,2025-07-17 21:18:29,4,4,0
131921,2025-07-17 21:13:30,4,4,0
131921,2025-07-17 21:08:29,4,4,0
131921,2025-07-17 21:03:29,4,4,0
131921,2025-07-17 20:58:29,4,4,0
131921,2025-07-17 20:53:29,4,4,0
131921,2025-07-17 20:48:29,4,4,0
131921,2025-07-17 20:43:29,4,4,0
131921,2025-07-17 20:38:29,4,4,0
131921,2025-07-17 20:33:29,4,4,0
131921,2025-07-17 20:28:29,4,4,0
131921,2025-07-17 20:23:33,4,4,0
131921,2025-07-17 20:18:31,4,4,0
131921,2025-07-17 20:13:31,4,4,0
131921,2025-07-17 20:08:31,4,4,0
131921,2025-07-17 20:03:29,4,4,0
131921,2025-07-17 19:58:29,4,4,0
131921,2025-07-17 19:53:31,4,4,0
131921,2025-07-17 19:48:30,4,4,0
131921,2025-07-17 19:43:31,4,4,0
131921,2025-07-17 19:38:29,4,4,0
131921,2025-07-17 19:33:30,4,4,0
131921,2025-07-17 19:28:29,4,4,0
131921,2025-07-17 19:23:29,4,4,0
131921,2025-07-17 19:18:30,4,4,0
131921,2025-07-17 19:13:30,4,4,0
131921,2025-07-17 19:08:29,4,4,0
131921,2025-07-17 19:03:29,4,4,0
131921,2025-07-17 18:58:29,4,4,0
131921,2025-07-17 18:53:29,4,4,0
131921,2025-07-17 18:48:30,4,4,0
131921,2025-07-17 18:43:29,4,4,0
131921,2025-07-17 18:38:29,4,4,0
131921,2025-07-17 18:33:29,4,4,0
131921,2025-07-17 18:28:29,4,4,0
131921,2025-07-17 18:23:29,4,4,0
131921,2025-07-17 18:18:29,4,4,0
131921,2025-07-17 18:13:29,4,4,0
131921,2025-07-17 18:08:29,4,4,0
131921,2025-07-17 18:03:29,4,4,0
131921,2025-07-17 17:58:29,4,4,0
131921,2025-07-17 17:53:29,4,4,0
131921,2025-07-17 17:48:29,4,4,0
131921,2025-07-17 17:43:29,4,4,0
131921,2025-07-17 17:38:29,4,4,0
131921,2025-07-17 17:33:29,4,4,0
131921,2025-07-17 17:28:29,4,4,0
131921,2025-07-17 17:23:29,4,4,0
131921,2025-07-17 17:18:29,4,4,0
131921,2025-07-17 17:13:29,4,4,0
131921,2025-07-17 17:08:29,4,4,0
131921,2025-07-17 17:03:29,4,4,0
131921,2025-07-17 16:58:29,4,4,0
131921,2025-07-17 16:53:29,4,4,0
131921,2025-07-17 16:48:29,4,4,0
131921,2025-07-17 16:43:29,4,4,0
131921,2025-07-17 16:38:30,4,4,0
131921,2025-07-17 16:33:29,4,4,0
131921,2025-07-17 16:28:37,4,4,0
131921,2025-07-17 16:23:29,4,4,0
131921,2025-07-17 16:18:29,4,4,0
131921,2025-07-17 16:13:29,4,4,0
131921,2025-07-17 16:08:29,4,4,0
131921,2025-07-17 16:03:29,4,4,0
131921,2025-07-17 15:58:29,4,4,0
131921,2025-07-17 15:53:29,4,4,0
131921,2025-07-17 15:48:30,4,4,0
131921,2025-07-17 15:43:29,4,4,0
131921,2025-07-17 15:38:29,4,4,0
131921,2025-07-17 15:33:29,4,4,0
131921,2025-07-17 15:28:29,4,4,0
131921,2025-07-17 15:23:29,4,4,0
131921,2025-07-17 15:18:29,4,4,0
131921,2025-07-17 15:13:29,4,4,0
131921,2025-07-17 15:08:29,4,4,0
131921,2025-07-17 15:03:29,4,4,0
131921,2025-07-17 14:58:29,4,4,0
131921,2025-07-17 14:53:29,4,4,0
131921,2025-07-17 14:48:29,4,4,0
131921,2025-07-17 14:43:30,4,4,0
131921,2025-07-17 14:38:29,4,4,0
131921,2025-07-17 14:33:29,4,4,0
131921,2025-07-17 14:28:29,4,4,0
131921,2025-07-17 14:23:29,4,4,0
131921,2025-07-17 14:18:29,4,4,0
131921,2025-07-17 14:13:29,4,4,0
131921,2025-07-17 14:08:29,4,4,0
131921,2025-07-17 14:03:29,4,4,0
131921,2025-07-17 13:58:29,4,4,0
131921,2025-07-17 13:53:29,4,4,0
131921,2025-07-17 13:48:29,4,4,0
131921,2025-07-17 13:43:29,4,4,0
131921,2025-07-17 13:38:29,4,4,0
131921,2025-07-17 13:33:29,4,4,0
131921,2025-07-17 13:28:29,4,4,0
131921,2025-07-17 13:23:29,4,4,0
131921,2025-07-17 13:18:29,4,4,0
131921,2025-07-17 13:13:29,4,4,0
131921,2025-07-17 13:08:29,4,4,0
131921,2025-07-17 13:03:29,4,4,0
131921,2025-07-17 12:58:29,4,4,0
131921,2025-07-17 12:53:29,4,4,0
131921,2025-07-17 12:48:29,4,4,0
131921,2025-07-17 12:43:29,4,4,0
131921,2025-07-17 12:38:29,4,4,0
131921,2025-07-17 12:33:29,4,4,0
131921,2025-07-17 12:28:29,4,4,0
131921,2025-07-17 12:23:29,4,4,0
